price,bedrooms,bathrooms,sqft_living,yr_built
875000,5,2.5,2920,1906
685000,3,2.75,3150,1990
798000,3,3.5,3590,1999
297500,4,2.5,1910,2005
749950,4,2.75,3110,1983
495000,5,3,2440,2006
540000,4,2.25,1330,1962
395000,3,1.75,1460,1961
1300000,6,4.5,3902,1977
1075000,5,4.75,5180,2001
214100,2,2.5,1150,2004
210000,4,1.5,1920,1959
499500,3,2.5,2520,1988
546000,2,1,970,1924
292000,5,2.5,2490,1989
289000,3,2,1680,1993
240000,3,1,1150,1957
395000,4,3,1980,1983
795000,4,2.25,2070,1967
955000,4,4.25,5660,2001
725000,4,2.75,2420,1977
335000,4,2.5,2610,2009
492000,4,3.75,2810,1994
250000,3,2.5,1510,1976
700000,3,1.75,1910,1959
545000,3,1.75,1700,1931
555000,4,2.75,2020,1976
640000,3,1.75,2340,1917
390000,3,2,1463,2003
466500,3,1,1430,1945
372500,3,1.5,1180,1981
1800000,5,4.5,4400,2003
255000,3,2.5,1610,1994
466800,3,2.5,1480,1996
749000,3,2.5,2670,1987
610000,4,1.75,1830,1990
356000,2,1,920,1914
165000,3,1,1150,1908
229000,2,1,1190,1941
530000,4,3.25,4160,1973
499950,3,2.5,2370,2001
619000,4,1.75,1660,1926
547000,3,2.5,1480,1968
359800,4,2.5,2390,1999
499000,3,3.5,1690,2008
189000,3,1,1010,1958
799000,4,3.5,3500,1994
257000,4,2.75,2330,1990
270000,3,1.5,1890,1957
453500,4,1.75,2000,1959
237000,3,1,1130,1954
456000,4,1.75,1670,1947
355500,3,2.5,2600,2004
299950,4,1.75,1560,1965
335000,3,2,1170,1919
268500,4,2.5,2100,2006
385000,3,2.25,1710,1978
376000,4,2.75,2420,2005
605004,4,2,1370,1951
886000,4,2,2660,1923
560000,4,2.5,2260,2003
343000,4,2.5,2070,2004
1415000,4,5.25,4670,1989
270000,3,1,1500,1968
411605,4,2.5,2658,2014
550000,4,2.5,2700,2007
465000,3,2.25,1530,2014
584000,3,2.5,1480,2007
275000,3,3,1390,2006
324500,3,2.5,1660,2009
700000,3,2.5,2050,2011
385200,4,1,1550,1954
270000,4,2.25,1900,1975
735000,4,2.5,2820,2013
389250,2,1.5,1490,1956
315000,3,1.5,1750,1954
545000,4,2.5,2040,1990
550000,3,1.5,1900,1926
415000,3,1.75,1910,1977
387500,3,1,1560,1953
432000,3,1.75,1470,1939
402000,3,2.5,2700,1959
1035000,4,3.25,3450,1960
294700,3,2,1970,1967
744000,3,2.5,2670,1986
715000,3,2.5,2550,1990
500000,4,1,1720,1904
1300000,4,4,4270,2004
1150000,3,1.5,2170,1979
650000,4,2.5,2840,1990
435000,4,2.75,3270,1983
510000,3,1.75,1480,1974
525000,5,2.75,2440,1972
920000,4,2.75,2880,1928
200000,2,1,1730,1962
435000,2,1,1260,1926
809950,4,2,2230,1959
1370000,2,2.25,2460,1936
455000,4,1.75,2050,1959
471000,3,2.5,2030,2001
253500,2,1,810,1948
185000,3,1,1840,1953
535500,3,1.5,1730,1983
835000,2,2,2280,2002
589500,4,2.5,2630,2008
680000,3,2.25,2270,1975
360000,3,1.75,1020,1953
595000,4,2.5,1990,2005
300000,4,2.5,2680,1999
660000,3,1.75,1980,1926
570000,3,2.5,2400,1993
285000,2,1,780,1943
435000,3,2,980,1940
160000,3,1,1210,1918
805000,5,2.5,4600,1956
450000,3,2.5,1480,2005
510000,4,1.5,1320,1954
1120000,5,2.75,4400,1963
1280000,4,3.5,3010,1999
539000,3,2,2260,1985
407193,4,2,1880,1978
320000,3,1.75,1370,1983
739000,4,3,2720,1919
452000,2,1.75,1740,1946
600000,4,2.5,2560,2001
279000,5,2.5,2690,2012
895000,4,3,3240,2013
585000,4,2.5,2430,2008
405000,2,2,1405,2007
837219,5,2.75,3030,2014
969990,4,2.5,4150,2014
490000,3,3,1730,1985
611000,6,2.5,3820,1974
462000,4,2.5,3070,2006
540000,4,2.5,1780,1994
260000,4,2.5,1811,2007
510000,4,2.25,2450,1976
567500,3,2.5,2300,2001
445000,2,1,1440,1915
684680,4,2.25,2370,1979
2700000,4,3.25,4420,2001
455000,3,1,1300,1927
540000,5,3,2870,2007
530000,3,2.75,3400,2009
410000,3,1,1410,1956
450000,3,1.75,1640,1940
609900,4,2.5,3190,2006
648000,4,2.5,2380,1992
550000,3,2.5,2260,2005
347000,3,1.75,1240,1978
1635000,5,3.5,4220,1958
1339000,4,2.5,4250,1972
288350,3,1.5,1860,1963
1150000,3,2.5,2850,1954
525000,3,3,2470,1980
250250,3,2.25,2210,1969
341000,4,1.75,1920,1975
700000,4,3,3150,2000
390000,4,1.75,2700,1968
539950,3,2.25,2190,1963
552000,2,2.5,1380,2006
250000,5,1.5,2520,1928
502000,3,1.75,1300,1963
480000,4,1.75,2220,1964
378500,2,1,730,1946
1350000,4,3.25,3300,1985
1900000,4,3.25,4130,1978
605000,3,2.5,2670,1981
307550,4,2.5,1980,2003
304700,2,1,740,1949
568000,3,1.75,2050,1977
385000,3,1.75,1230,1987
345000,3,2.5,1210,2008
435000,3,2.25,1890,1973
579000,2,2,1870,2003
236000,3,1.75,1330,1998
305100,3,2,1590,1974
368000,3,1.75,1710,1958
255000,2,1,1200,1917
400000,2,1,1140,1942
440000,3,1.75,2240,1948
417000,2,1,920,1919
435000,2,1,800,1906
475000,4,2.75,1980,1952
563500,4,2.5,2800,2001
285000,3,2.25,1680,1987
471000,4,2.5,2330,1998
500000,4,1.75,2240,1965
640000,3,2.5,2140,1991
442500,4,2.5,2170,1992
213400,3,1.5,1150,1963
831000,4,2.5,2030,1926
325000,3,2,1350,1986
425000,2,1,910,1905
550000,4,2.5,2700,1968
599950,4,3.5,3730,1991
1225000,4,2.5,2740,1984
750000,4,3.25,2050,1987
290000,4,3,2390,1974
270000,4,2.75,1990,1999
229950,4,1.75,1300,1969
234999,3,1,1330,1948
265000,2,1,1000,1960
367300,4,2.75,2190,1993
550000,3,1.75,1380,1900
743700,4,2.5,2610,1988
352750,2,1.75,1060,2008
403950,2,1,710,1943
980000,4,2.5,2730,1909
585000,4,1.75,2470,1937
554000,3,1.75,1760,1977
546000,3,2.5,1530,1998
280000,2,1.75,1610,1948
212500,2,2,1030,1938
739000,4,2.5,2800,1999
428000,3,2,1310,1986
965000,4,2.25,3160,1981
364900,3,3,2500,1997
559000,3,1.5,2070,1948
213000,4,1.75,1980,1978
620000,3,2.5,2590,2004
240000,4,1,1910,1934
852500,3,2.5,2630,1967
600000,3,2.5,2630,2004
410000,3,2.5,1960,2006
328000,3,1.75,1440,1977
625000,3,1.75,2210,1958
649950,4,2.5,2350,1994
235000,3,1,1590,1944
489000,3,3.5,1500,2004
536000,3,2.5,1900,2005
400000,4,3.5,2370,2013
398000,3,2.5,1720,2004
379000,4,1.5,2020,1960
345000,2,1.5,1340,2008
365000,3,2.5,1800,2011
315000,3,2.5,1480,2010
571000,4,2,2750,1916
1025000,5,4,3760,1983
695000,3,2.75,2540,2005
225000,3,1.75,1760,1979
740000,3,2.5,3000,1995
315000,4,2.5,1930,1992
1230000,4,2.5,3040,2001
420000,2,1,860,1916
310000,3,1.75,1420,1984
700000,3,2,2080,1954
269000,3,2.5,1560,2003
369990,4,2.5,1960,2002
800000,3,2.25,1620,1926
569000,5,3,3670,1952
175000,6,1.5,1930,1971
440000,3,1.5,1290,2000
435000,5,2.25,1970,1986
345000,3,1.75,1540,1955
558000,4,2,2180,1900
475000,2,1.75,1490,1983
490000,3,2,2220,1980
335000,3,1.75,2430,1978
350000,2,0.75,1392,1978
100000,4,1,1120,1939
417500,4,1,1390,1941
253000,3,1.75,2040,1962
1240000,5,3,2830,1923
490000,4,2.5,3020,1994
470000,3,1.75,2290,1965
483300,4,2,1210,1955
659000,3,2.5,2510,1996
480000,4,1.75,2320,1910
165000,3,1,970,1965
659500,3,1.75,1820,1957
219900,3,1,970,1967
315000,2,1,1740,1924
250000,3,1.75,1590,1984
268000,2,1,1380,1943
380000,4,1.5,1680,1959
499000,2,1,1220,1926
285000,2,2,1651,1946
183000,3,1.75,1330,1973
1070000,3,3,2940,1988
429000,3,3.25,1410,2005
403000,2,1,1100,1926
375500,3,1.5,1530,1975
1795000,5,3.25,5270,1977
516200,3,2,2110,1919
385000,4,1.75,1720,1971
515000,3,2.5,1800,1996
375000,4,2.5,2210,1999
650000,4,2.25,2560,1973
306888,2,1.5,1010,1981
870000,4,2.5,3340,1998
310000,4,1,1740,1965
251750,3,2,1320,1975
366000,3,1.75,1520,1976
429950,3,1.5,2010,1951
710000,3,3.5,2440,2000
895000,5,2.5,2550,1953
149500,3,1,1010,1959
310000,3,2.5,1780,1990
555000,3,2,2180,1930
750000,5,3.25,2750,1937
745000,4,3.25,3490,2006
695000,3,2.5,2550,2001
433000,3,1.75,1870,1959
307000,4,1,1150,1947
655275,3,1.75,2050,1962
392000,4,2.75,1940,1990
1180000,5,3.75,3630,2004
359950,3,1.75,1890,1952
360000,4,2,1630,1968
566000,4,1.75,2440,1954
700000,5,2.75,3100,1950
415000,3,2.5,2090,2000
199500,3,1,920,1962
749000,3,1,1580,1926
680000,3,1.75,1760,1960
400000,4,2.5,2530,1978
608000,4,2.75,2490,1983
589900,4,4.5,3870,2001
480000,5,2.5,2732,1975
1059500,5,3.25,3230,2014
915000,6,3.75,2930,2013
695000,4,3.5,3510,2001
899900,4,2.5,2580,2013
499950,2,2.25,1060,2005
533112,4,2.75,2790,2013
303210,4,2.5,2009,2014
525000,5,2.75,2880,2006
399950,2,1,710,1943
850830,3,2.5,2070,1910
371500,3,2,1370,1964
522000,3,1.75,1730,1980
588000,4,2,1680,1950
276900,2,1,1350,1952
248000,5,1.5,1510,1959
280000,3,2.5,1860,1989
495000,6,5,3440,2007
665000,6,3,4250,1902
290300,2,1,860,1931
527000,2,1.75,1640,1921
487028,2,1.5,1295,2007
325000,3,1.75,1790,1978
799000,3,1.5,2210,1916
7062500,5,4.5,10040,1940
354000,3,1,940,1965
262500,3,1.5,1160,1962
560200,3,2.5,1990,2004
220000,3,1,1050,1942
650000,2,1,1030,1928
435000,3,2.5,1420,2004
800000,4,3.75,2690,1909
1010000,4,2.5,3760,1987
200000,2,1,700,1953
295000,5,3.5,2100,1999
580379,4,2.75,2240,1976
875000,4,2.5,3470,1995
515000,3,2.5,3370,1951
599000,4,2.5,2790,1989
285000,3,2.5,1870,2005
290000,3,1.75,1520,1968
355000,1,1.75,750,1946
381000,3,1.5,1460,1954
571000,3,2.5,2600,1988
852600,4,2.5,3320,1977
1085000,5,2.5,2340,1922
371000,3,1,890,1951
514000,3,1.75,1720,1986
386000,3,1.5,1270,2004
464000,4,2.5,2180,1989
335000,4,2.25,2030,1963
740000,4,2.75,2490,1979
465000,4,1.75,1470,1955
700000,3,2.75,2500,1948
785000,3,3.5,4500,2004
350000,3,3.25,1460,2006
148000,1,1,620,1939
530000,3,1.75,1550,1927
349000,3,2.5,1430,2002
240000,3,1.5,1360,1984
330000,3,2.5,2210,1989
735000,4,1.75,2460,1909
545000,3,2.5,2180,1979
214950,3,1.75,1570,1977
657500,4,2.75,4140,2002
476000,3,1,1140,1908
2888000,5,6.25,8670,1965
110000,2,1,800,1927
292000,4,2.75,2414,2006
317000,3,1,1160,1952
455000,4,2.5,3170,2001
1365000,5,3.5,4210,1995
460000,3,2,2060,1929
405000,3,2,1640,1948
333000,2,1,720,1942
427000,4,1,1860,1901
742000,4,2.5,2810,1997
465000,4,2.5,2090,1965
809950,4,2.5,3280,2001
619400,4,2,2090,1927
762400,3,1.75,2430,1949
535000,5,2.25,2520,1978
881000,5,3,2510,1925
813000,4,2.75,3370,1948
234000,3,2,1640,1910
308900,3,2.5,2250,1994
450000,4,2.5,2300,1955
547500,3,3.5,1650,2010
399950,2,1,710,1943
516000,4,3.5,2550,2007
250000,2,1.5,982,2006
475000,3,2.25,1630,2005
415000,4,2.5,2550,2009
545000,2,1.25,1240,2014
329950,3,2.5,2456,2012
1325000,5,2.25,3200,1965
784000,3,3.5,3950,1989
610750,4,2.25,2180,1984
578000,4,2.5,3140,1966
1485000,4,3.75,4030,2006
501000,3,1.75,1970,1976
465250,5,2,1940,1957
2250000,5,4.25,4860,1905
1095000,0,0,3064,1990
315000,2,1,970,1908
900000,4,2.25,2460,1957
789500,4,2.5,3010,2005
678500,3,2,2460,1952
342500,3,2,2080,2002
860000,4,3.25,3960,2005
306000,4,2.5,2490,2001
580000,5,2,2060,1903
405000,3,1,1330,1984
510000,3,1.75,1600,1967
173000,2,1,820,1965
210000,4,1.75,1200,1968
445000,3,1,1050,1947
585000,3,2.5,1910,2007
381000,3,1.75,1800,1950
890000,3,2.25,2060,1966
235000,3,1.75,1840,1985
480000,3,2.5,1250,2005
575000,2,1,1510,1935
350000,4,2.25,2300,1904
259000,4,1.5,1490,1966
599000,5,2.75,2820,1967
210000,4,1.5,1130,1970
1184000,4,2.5,3200,1948
545000,3,1,1510,1909
299995,3,2.5,1970,1988
440000,3,1,1210,1910
699000,4,2.5,3280,1996
795000,3,2,2420,1979
445000,5,1.75,2460,1911
397990,3,1,1180,1948
706000,3,2.75,1900,1942
363000,3,3.25,1651,2008
850000,4,2.25,2130,1972
620000,2,1,1430,1929
1228000,4,2.5,5730,1991
333000,4,2.5,1910,1963
743000,3,1.75,2110,1961
448000,2,1.5,1630,1940
485000,4,2.5,2470,1989
489950,4,2.25,2640,1986
498500,5,2.75,2990,1996
531000,3,2.5,2120,1988
670000,3,2.5,2050,1956
310000,5,3,1880,1997
835000,3,3,2790,1977
1688000,4,2.5,3000,1937
495000,4,2.5,2140,2003
495000,3,2,1769,1955
440000,3,1,1710,1926
280000,1,0.75,420,1922
1070000,4,2.5,3270,1989
1034500,4,2.5,2370,2003
248000,4,2.5,1770,2003
294000,4,2.5,2210,1990
561000,3,2.25,1710,2004
656500,4,2,2710,1919
660000,3,3,2340,1925
370000,2,1,1220,1947
349950,3,1,1060,1966
223000,2,1,910,1957
560000,4,1.75,1880,1944
594000,4,1.75,1870,1937
600000,3,2.25,1480,1914
315000,3,2.5,1880,1993
430000,4,1.75,1890,1947
440000,3,2.75,1560,1972
312500,2,1.5,1070,1999
1240000,5,4,4410,2006
300000,3,3.25,1470,2008
680000,3,2.5,2570,2007
336750,2,2.25,1170,2009
822500,5,3.5,2320,1926
589000,4,3,2440,1961
863000,4,2.5,4120,1997
210000,2,1.75,1440,1978
206135,3,1,1340,1978
1125000,6,3.75,3010,2014
285000,3,1.75,1840,1905
230000,2,1,930,1986
845000,4,2.75,4070,2002
350000,3,1.75,1820,1976
304000,3,1,1280,1947
370000,2,1,900,1951
810000,3,1.75,1980,1952
440000,4,2.25,2010,1974
1030000,4,2.5,2750,1905
775000,4,2,3140,1939
1335000,5,2.25,4200,1906
235000,3,1.75,1900,1980
499950,3,1,1830,1926
622500,5,2.75,3320,1975
300000,4,2.5,2700,1966
205000,3,1,1290,1976
435000,3,1.75,1500,1997
697000,4,2.75,3650,1978
153000,3,1,1270,1944
454000,4,2.25,2630,1979
345000,2,1.5,1800,1987
585000,3,1,1870,1927
380000,4,2.5,2540,2000
250600,4,2.5,1930,1981
890000,4,2.25,2770,1974
370000,4,2.5,2220,2001
369500,3,1.5,1650,1961
883000,4,2.5,3670,1999
950000,4,2.5,3770,1989
615000,3,1.75,2350,1978
305000,3,1.5,1210,1983
590000,4,2.5,2010,1989
485000,3,2.5,1580,1985
215000,2,1,710,1943
430000,3,2,1910,1971
324900,4,2.5,1880,2000
849900,2,2,2280,1990
975000,5,2.75,3100,1973
910000,5,2.5,2350,1993
459950,3,1.75,1850,1919
325000,3,2.5,2070,1997
513000,4,2.75,2020,1958
475000,3,2.25,1580,1981
419000,4,2.5,2690,1993
760000,4,2.5,2420,1958
1120000,5,1.5,2540,1954
129000,2,1,1150,1950
725000,5,2.5,3210,1968
580000,3,2.5,2040,1992
385000,3,2.25,1920,1921
265000,4,1.75,1900,1958
1735000,3,2.5,4310,1982
330000,3,2.5,1070,2005
665000,4,2.5,2790,1989
799000,3,2.5,2860,2000
589000,3,2,2250,1925
1695000,2,2.25,3170,1900
538000,3,1,1460,1906
530100,3,1,1540,1926
718500,3,2,2910,1900
299000,3,1.75,1180,1962
556000,3,1.75,1640,1948
171000,4,2,1520,1920
540000,5,3,3610,2003
250000,3,2.25,1400,2012
795000,4,3.5,3200,2007
575000,3,3,1384,2006
379500,3,2.25,1410,2005
385000,4,2.5,2050,2006
415500,4,2.5,1750,2009
397500,3,2,1510,1972
530000,3,2.5,1930,2005
883000,4,2.5,2960,1985
850000,5,2.75,2920,1968
496752,2,1,1980,1923
330000,3,1.75,1430,1950
735000,4,2.75,2450,2010
525000,4,2.75,2360,2008
269950,3,2.5,1890,2002
650000,3,1.75,2140,1953
520500,3,2,1900,1940
652500,4,2.5,2700,1990
506000,5,3,2430,1957
416000,3,1,1110,1957
500000,4,2.75,2280,1960
460000,3,1.75,1550,1949
371025,3,2,1530,1977
576000,4,2.5,2440,2002
353500,4,2.25,1760,1987
1735000,4,2.25,3040,1926
183000,3,1.75,1070,1957
763101,3,1.75,1990,1939
460000,2,1.5,1090,1951
825000,4,1.5,1890,1919
265000,3,1,1000,1969
295000,3,1.75,1770,1960
418000,4,3,2360,1960
554000,3,3.5,3380,1999
534500,3,2.5,1700,2005
690000,2,1.75,1600,1918
530000,4,2.5,2050,1988
357186,2,1.75,1210,2014
300000,5,3,1940,2007
304000,4,2,1810,1967
385000,4,1.75,1690,1984
415000,4,2,1800,1923
963000,4,3.5,3280,2007
792500,4,2.5,4290,2004
309212,3,1.75,1150,1979
235000,2,1.5,880,1999
667000,3,1.5,1720,1907
470000,3,1.5,1510,1956
375000,4,2,1240,1908
410000,4,2,1580,1953
566000,4,2.25,2170,1987
680000,4,2.75,2500,2010
332000,1,1,960,1908
902000,4,2.5,3030,2003
500000,3,1.75,1540,1947
445000,3,1.75,1890,1976
825000,4,2.5,2810,1973
1095000,4,4,3530,1958
277000,3,1,1100,1957
545000,3,2.5,1940,1975
435000,3,2.5,2300,2003
638000,3,2.5,2110,2005
418000,4,1.5,1220,1965
499000,3,1.75,1750,1968
150000,3,1.5,1230,1949
759950,3,2.5,3100,2002
427000,3,2.5,1830,1991
632500,5,2.5,2640,2003
660000,6,1.75,1840,1900
862000,4,2.5,3190,1990
524000,2,1,1120,1910
470000,3,1.5,1760,1958
385000,3,2,1590,2000
575000,4,2.5,2120,1985
220000,4,2.5,2240,1988
460000,2,1,890,1919
1712500,3,3.25,2940,1978
175000,3,1.5,1220,1973
465000,3,2.25,2670,1966
552000,3,1,1120,1912
565000,4,2.75,3130,1981
518000,4,2.5,1740,1976
899950,4,3.5,3290,2006
373000,3,1,1770,1926
385000,4,2.5,2960,2006
245000,2,1,1200,1943
375000,4,2,2400,1913
699850,4,3.5,2690,2002
450000,6,2.25,3550,1948
455000,2,1.5,1310,1970
650000,4,2.75,2610,1910
378000,5,2.5,2760,1960
220000,3,2,1410,1940
285500,4,1.75,1960,1967
340000,3,2.5,1212,2004
921000,4,1.5,2220,1954
375000,4,2.5,2040,1973
999000,4,2.75,2800,1992
335000,3,1.5,2040,1957
1920000,4,2.5,3070,1950
385000,2,1,830,1928
850000,4,3.5,4140,2003
429000,5,2.5,2340,2009
523950,3,2.25,1420,2006
798800,3,2.75,2670,2013
284000,3,2.5,1880,2009
852880,4,3.25,3450,2014
320000,3,2.25,1200,2005
749995,4,3.25,3430,2014
468500,3,2.5,1350,2007
492500,5,2.5,2570,2006
685000,4,3.5,2840,2008
542525,4,2.5,2650,2014
435000,3,2,1980,2007
242000,3,1.75,1280,1988
325000,4,2.5,2610,1987
837700,5,2.75,3010,1994
210000,1,1,930,1948
187500,3,1.5,1180,1977
560000,5,1,1710,1926
272000,3,2,1380,1989
235000,3,1.75,1190,1968
259000,3,2,1870,1986
866059,5,3.5,3130,2014
473000,2,1,900,1909
405000,3,1.5,1880,1968
870000,4,4.25,3010,1951
475000,3,2.25,2280,1985
499500,3,2.5,2970,1998
386000,2,2.5,1620,2008
458000,4,1.5,1550,1918
550000,3,1.75,2240,1976
605500,3,2.5,2830,1989
421000,3,2.5,2890,2000
536000,4,2.25,1990,1991
247200,3,1.75,1370,1982
250000,2,1.5,1088,1983
204950,4,1.75,1740,1978
430000,3,2,1730,1978
250000,4,2.5,1800,1998
260000,3,1.75,1440,1958
547000,4,1,1720,1926
379900,5,3.5,2800,1995
738500,3,2.5,2300,2005
545000,4,2.25,2030,1967
342000,2,1,740,1948
4668000,5,6.75,9640,1983
170000,4,1,1920,1966
616000,4,2.5,2490,1983
640000,3,2,1380,1948
332000,3,2.5,1530,1993
1010000,3,3.25,2420,2006
380000,4,2.5,2150,1991
415000,4,2,1610,1967
1008000,4,3.5,2650,2001
669000,4,2.75,2700,1976
260000,3,1.5,1270,1948
854000,4,2.75,3150,1986
605000,3,2.25,2010,1985
320000,3,1,860,1927
229950,3,2,1410,1983
255000,3,1.75,1700,1987
1170000,4,2.5,2570,2000
479000,2,2.25,1230,2004
1200000,4,3.5,4170,2004
472000,3,2.5,1180,2010
198000,3,1.5,1430,1980
440000,4,2,1450,1962
506000,3,1.75,2180,1961
382500,4,2.5,2210,1993
269500,2,1.5,1480,1978
560000,3,2,2340,1971
840000,4,3.5,3860,1996
479500,3,2.75,2300,2008
402000,3,1.5,1450,1968
549000,2,2.5,1380,2006
449950,4,2.5,2470,1999
493000,4,1.75,2030,1975
142500,4,0.75,1440,1948
250000,3,1.75,1160,1998
729000,3,1,1580,1908
465000,2,2.75,1430,2006
465000,2,2,1494,1943
280000,4,2.25,1930,1988
675000,6,1.75,2740,1953
667500,3,2,1880,1927
809000,3,2.5,2590,1988
400000,3,2.25,2140,1986
310000,4,2,1870,1956
435000,2,1,1230,1928
465950,4,2.5,2340,2001
1538000,3,2.25,2880,1958
253000,3,1.5,880,1945
330000,3,2.5,3040,2003
554000,4,1,1120,1946
350000,3,2,1380,2013
294999,4,2.5,1660,1994
1185001,3,2.75,2500,1905
752000,4,2.5,2940,1991
451000,4,2.5,1670,2005
725000,4,2.75,2630,1994
345000,4,2.75,2250,1975
206000,3,1,1320,1967
2027000,4,3.75,4100,1934
2475000,3,3.25,4340,1993
1728000,4,3,3700,1976
580000,5,2,2700,1962
430000,3,1,980,1950
720000,4,2.5,2650,1988
824000,7,4.25,3670,1964
936000,3,1.75,2960,1952
535000,4,2.75,3070,2006
286800,3,2.5,1413,2011
350000,2,2.5,1260,2005
345000,3,2.5,1680,2007
435000,3,2.25,1230,2009
1555000,3,3.5,4360,2008
1325000,4,4,4420,2013
461000,3,3.25,2770,2006
770000,3,2.25,2910,1990
1384000,4,3.25,4290,1997
330000,3,2.5,1600,2005
322500,4,2.5,1820,1994
1600000,6,5,6050,2001
475000,3,1.75,1700,1977
250275,2,1,790,1942
274500,3,2.25,1720,1969
284950,3,1,990,1960
264950,4,1.75,1770,1983
242000,3,2,1260,1986
913000,4,2.5,3640,1999
555000,3,1.75,2040,1958
711000,4,1.75,1980,1948
403500,5,2.5,3600,1968
975000,4,2.5,4270,1991
253779,4,2,2030,1947
384400,3,3.25,1689,2008
646000,5,2.75,2870,1976
415000,3,1.75,1270,1952
764000,4,2.5,2790,1997
507000,5,3.25,3850,2002
545500,3,2.5,1560,1936
450000,3,1.75,1180,1928
264000,4,1.75,1820,1980
650000,5,1.75,1260,1926
365000,3,2.5,2640,1991
343566,2,1,1100,1954
375000,3,2.5,1950,1997
295000,3,2,1380,1966
325000,3,2.75,2200,1977
265000,4,1.5,2050,1963
562000,5,3,2795,1996
540000,4,2.5,2050,1989
4489000,4,3,6430,2001
279950,5,1.75,2150,1970
540000,3,1.75,1970,1963
310000,4,2.5,2660,1960
190000,1,1,720,1914
440000,4,2.5,2410,2000
1400000,3,2,2020,1937
230000,2,1,1080,1958
455000,3,1.75,1180,1981
175000,2,1,660,1915
650000,3,1.75,2920,1981
3000000,4,4.25,4850,1989
192500,3,1,1080,1900
239950,3,1.75,1670,1978
175000,6,1,1370,1931
850000,5,3.5,3450,1972
410000,4,2,1970,1961
570000,4,2.5,2290,1996
469000,5,2.5,2240,1966
559000,2,1,1240,1938
739888,3,2.5,2420,1989
568450,5,3.5,3260,1969
240000,2,1,670,1942
574950,5,3.25,3160,1980
180000,3,2.25,1990,1967
1160000,4,3.5,4680,2005
300000,3,2.5,1700,2000
630000,4,2.5,2807,1996
507000,4,1.75,1770,1968
287500,4,2.5,2570,1979
688000,3,3,3450,1983
424000,3,2,1670,1972
400000,3,1.75,1050,1928
620000,4,2.5,1910,1987
300000,3,1,910,1971
615000,5,2.25,2480,1978
206000,2,1.5,1820,1921
515500,4,2.5,2920,2003
554000,5,2.25,1870,1961
825000,4,3.5,3810,1938
855000,4,2.25,2190,1918
315000,3,2.5,1730,1993
299000,5,2.5,2220,1968
650000,3,1.5,1320,1951
465000,3,1.75,1510,1925
535000,3,2,2120,2003
564000,2,2,1690,2004
515000,3,3.5,1360,2007
580000,4,2.5,3250,2008
309000,3,2.25,1490,2010
536751,3,1.75,1930,2013
415000,4,2.5,2020,2010
267000,3,2.25,1584,2012
820000,4,2.5,3170,2008
1399950,4,2.75,3870,2005
485000,2,2.5,1430,2008
482000,3,3.25,1380,2008
535000,4,2.5,2610,2008
690000,3,3.25,1540,2013
576000,3,2.5,1940,1948
378750,3,2.5,2160,1909
269900,4,1.75,1530,1968
210000,3,2,1440,1983
429900,4,2.5,2640,1987
1525000,4,3.25,3620,1927
360000,4,2.5,2850,2004
405000,2,1,1260,1947
450000,3,1.75,1610,1955
703000,3,2,1360,1945
661000,4,2.5,2496,1998
580000,4,2.25,2160,1969
464000,3,1,1320,1900
945000,2,2.5,2540,2004
659500,4,3,2620,1956
200000,3,1.5,1140,1960
280000,3,2,1790,1990
1325000,4,2.5,2440,1902
346150,3,2,2140,1966
197500,3,1,1330,1905
799000,4,2.5,2590,2001
1309500,4,4.5,4750,2005
350000,2,1,1620,1921
720000,4,2.5,2440,1987
519000,3,2.75,2020,1954
590300,3,1.5,1470,1907
2200000,5,4.75,5990,2002
410000,6,2.75,2520,1962
437000,2,1.75,1440,2005
221000,3,2.25,1640,1984
380000,4,2.25,2150,1963
506000,2,1,1570,1952
395000,4,1,1980,1968
285000,3,1,1210,1901
311000,3,1.75,1900,1903
520000,3,1.75,1940,1991
435000,3,1.75,1310,1948
120000,2,1,990,1945
1440000,3,3.5,3870,2002
186000,3,2,1340,1912
756000,4,2.25,2160,1947
248000,4,2,2080,1950
287000,3,2,1300,1933
510000,4,2.5,2610,1998
249000,3,1,1050,1959
340000,3,2.5,2480,2004
399888,4,2.25,1820,1930
440000,3,1.75,1170,1968
899000,4,2.25,2370,1959
540500,5,3.75,3090,2014
385000,3,1.75,2310,1978
558000,4,2.25,2060,1962
600000,3,2,2540,2007
450000,4,2.5,2400,2003
232500,3,1,1320,1961
436000,2,1,790,1949
240000,4,2,1790,1960
489950,3,2.25,1820,1983
680000,6,2,1670,1911
1068000,5,3.5,3990,2001
352450,3,2,1430,1945
335000,4,2,2030,1969
549000,4,1.75,1290,1906
1240000,4,3.5,3820,1990
618250,4,3.25,2520,1931
1815000,5,3,3880,1972
850000,2,1.75,1590,1927
930000,5,2,3530,1925
505000,3,2.5,1610,1996
925000,4,2.5,3280,1994
275000,3,1.75,1860,1971
499000,3,1.75,1840,1910
507000,3,2.5,2120,2003
619850,4,2.5,2270,1972
500000,3,2.5,2840,1994
310000,4,1.5,1220,1980
646000,4,2.5,2310,2008
265000,3,1.75,1840,1966
475000,3,2.5,950,2003
600000,4,2.25,3070,1970
470000,3,2,1730,1997
319950,2,1,920,1939
712000,3,2.75,3200,2004
775000,4,2.75,3010,1996
390000,3,2.25,1600,1979
585000,4,2.5,2840,2001
1027000,3,2.5,2430,1989
232603,3,1.75,1750,1976
